id_x,message_type,masked_addressees,masked_author,content,author_type,direction,external_id,external_timestamp,masked_from_addr,is_deleted,last_status,last_status_timestamp,rendered_content,source_type,uuid,inserted_at_x,updated_at_x,id_y,status,timestamp,message_uuid,number_id,inserted_at_y,updated_at_y,prev_inserted_at,time_diff,flag
581927766,text,707480222775081447,4607080648923855131,"
 ਟਿਮਟਿਮਾਉਣ ਵਾਲੀਆਂ ਹਰਕਤਾਂ ਵੀ ਬੱਚੇ ਦੀਆਂ ਹਰਕਤਾਂ ਹੁੰਦੀਆਂ ਹਨ, ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਪਹਿਲਾਂ ਮਹਿਸੂਸ ਨਹੀਂ ਕੀਤਾ ਹੁੰਦਾ।  ਕੁਝ ਮਾਂ ਲਈ ਇਹ ਗੈਸ ਦੇ ਬੁਲਬੁਲੇ ਦੀ ਹਰਕਤ ਵਰਗੀ ਹੈ, ਕੁਝ ਲਈ ਇੱਕ ਛੋਟੀ ਜਿਹੀ ਗੁਦਗੁਦਾਈ, ਛੋਟੀ ਜਿਹੀ ਝਪਕਣੀ, ਆਦਿ।

 ਇਹ ਜ਼ਰੂਰੀ ਨਹੀਂ ਹੈ ਕਿ ਬੱਚੇ ਦੀਆਂ ਹਰਕਤਾਂ ਹਮੇਸ਼ਾ ਤੇਜ਼ ਹੋਣ, ਜਦੋਂ ਬੱਚਾ ਛੋਟਾ ਹੁੰਦਾ ਹੈ, ਤਾਂ ਇਹ ਸਾਰੀਆਂ ਛੋਟੀਆਂ ਹਰਕਤਾਂ ਵੀ ਮੰਨੀਆਂ ਜਾਂਦੀਆਂ ਹਨ।

 ਜੇਕਰ ਤੁਸੀਂ ਅਜੇ ਵੀ ਇਸ ਨੂੰ ਮਹਿਸੂਸ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਹੋ ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਜਾਂਚ ਲਈ ਡਾਕਟਰ ਕੋਲ ਜਾਓ।

 ਚੰਗੀ ਤਰ੍ਹਾਂ ਸੰਤੁਲਿਤ ਭੋਜਨ ਕਰੋ ਅਤੇ ਬਹੁਤ ਸਾਰਾ ਪਾਣੀ ਪੀਓ।  ਨਿਯਮਤ ਪੈਦਲ ਅਭਿਆਸ ਲਈ ਜਾਓ।  ਆਇਰਨ ਅਤੇ ਕੈਲਸ਼ੀਅਮ ਵਾਲੀਆਂ ਦਵਾਈਆਂ ਨਿਯਮਤ ਤੌਰ 'ਤੇ ਲਓ।

 ਬੱਚੇ ਦੀਆਂ ਕਿੱਕਾਂ 'ਤੇ ਨਜ਼ਰ ਰੱਖੋ।  ਇੱਕ ਦਿਨ ਵਿੱਚ ਘੱਟੋ-ਘੱਟ 10 ਕਿੱਕਾਂ ਲੱਗਣੀਆਂ ਚਾਹੀਦੀਆਂ ਹਨ।  ਜੇ ਤੁਸੀਂ ਮਹਿਸੂਸ ਕਰਦੇ ਹੋ ਕਿ ਬੱਚੇ ਦੀ ਹਰਕਤ ਘੱਟ ਗਈ ਹੈ ਜਾਂ ਗੈਰਹਾਜ਼ਰ ਹੈ ਤਾਂ ਤੁਰੰਤ ਡਾਕਟਰ ਨੂੰ ਮਿਲੋ।

 ਡਾਕਟਰ ਕੋਲ ਨਿਯਮਤ ਫਾਲੋ-ਅੱਪ ਲਈ ਜਾਓ।
",OPERATOR,outbound,gBEGkXlzcmFkAglwmcsSknLENEw,,4454300900215722365,,read,10/7/2023 10:47:52,,CHANNEL_MESSAGE,258a3595-006d-6c84-d702-9f966bfe1a42,2023-10-07 09:30:29,10/7/2023 10:47:52,618534979.0,delivered,10/7/2023 9:48:59,258a3595-006d-6c84-d702-9f966bfe1a42,182.0,10/7/2023 9:49:00,10/7/2023 9:49:00,2023-10-07 09:30:29,0.0,Duplicate
729764384,text,6431814637596853247,1123889580859141372,"
मसे सवाल पूछने के लिए धन्यवाद। इसका जवाब देने के लिए हमारी डॉक्टरों और नर्सों की टीम, जल्द ही आपसे संपर्क करेगी। 

इस बीच, अगर आपका सवाल बहुत ज़रूरी है या आपको तुरंत चिकित्सा सहायता की ज़रूरत है,  तो कृपया अपने स्वास्थ्य कार्यकर्ता से संपर्क करें या नज़दीकी स्वास्थ्य केंद्र पर जाएं। 🏥

🤝मोबाइल केयर कम्पेनियन सेवा के साथ जुड़े रहें.🤝
",STACK,outbound,gBEGkYCRQYcCAgls8PdLvEY1dcw,,4454300900215722365,,read,1/30/2024 6:44:34,,CHANNEL_MESSAGE,fe38f700-5eb8-857c-57c5-76a107db0dbe,2024-01-30 06:44:34,1/30/2024 6:44:35,796464965.0,read,1/30/2024 6:44:34,fe38f700-5eb8-857c-57c5-76a107db0dbe,182.0,1/30/2024 6:44:35,1/30/2024 6:44:35,2024-01-30 06:44:34,0.0,Duplicate
730277360,text,6992396300037392376,1123889580859141372,"
मसे सवाल पूछने के लिए धन्यवाद। इसका जवाब देने के लिए हमारी डॉक्टरों और नर्सों की टीम, जल्द ही आपसे संपर्क करेगी। 

इस बीच, अगर आपका सवाल बहुत ज़रूरी है या आपको तुरंत चिकित्सा सहायता की ज़रूरत है,  तो कृपया अपने स्वास्थ्य कार्यकर्ता से संपर्क करें या नज़दीकी स्वास्थ्य केंद्र पर जाएं। 🏥

🤝मोबाइल केयर कम्पेनियन सेवा के साथ जुड़े रहें.🤝
",STACK,outbound,gBEGkXhpk3JnAgkSbpmTgexfu18,,4454300900215722365,,read,1/31/2024 4:47:38,,CHANNEL_MESSAGE,a8efb6b0-0f05-cb6b-fe70-4903668bbe9e,2024-01-31 04:47:38,1/31/2024 4:47:39,797191106.0,read,1/31/2024 4:47:38,a8efb6b0-0f05-cb6b-fe70-4903668bbe9e,182.0,1/31/2024 4:47:39,1/31/2024 4:47:39,2024-01-31 04:47:38,0.0,Duplicate
730430082,text,1114833675882243195,1123889580859141372,"
मसे सवाल पूछने के लिए धन्यवाद। इसका जवाब देने के लिए हमारी डॉक्टरों और नर्सों की टीम, जल्द ही आपसे संपर्क करेगी। 

इस बीच, अगर आपका सवाल बहुत ज़रूरी है या आपको तुरंत चिकित्सा सहायता की ज़रूरत है,  तो कृपया अपने स्वास्थ्य कार्यकर्ता से संपर्क करें या नज़दीकी स्वास्थ्य केंद्र पर जाएं। 🏥

🤝मोबाइल केयर कम्पेनियन सेवा के साथ जुड़े रहें.🤝
",STACK,outbound,gBEGkZmBlzEUAgmGEzEVOtnHZzo,,4454300900215722365,,read,1/31/2024 10:42:07,,CHANNEL_MESSAGE,336c24a2-7934-bd81-d2c9-1795fe381b0f,2024-01-31 10:42:05,1/31/2024 10:42:07,797447539.0,sent,1/31/2024 10:42:04,336c24a2-7934-bd81-d2c9-1795fe381b0f,182.0,1/31/2024 10:42:05,1/31/2024 10:42:05,2024-01-31 10:42:05,0.0,Duplicate
210763878,text,2361963270538724603,691202711260197682,"
हम अनुशंसा करते हैं कि आप एक डॉक्टर को देखें। हालांकि, यहां कुछ सुझाव दिए गए हैं जो आपकी मदद करेंगे
1) भारी वस्तुओं को उठाने से बचें
2) पर्याप्त आराम करें
3) गर्म स्नान से कुछ दर्द और तनाव से राहत मिलती है
4) बैठते समय तकिये का उपयोग।",OPERATOR,outbound,42c531bf-c8e7-4031-bb74-2c61e7c7511d,,4454300900215722365,,read,7/18/2021 4:31:15,,CHANNEL_MESSAGE,c73cd44a-89d5-d8a1-dd3d-d6b2fd2d58f5,2021-07-18 03:15:04,7/18/2021 4:31:27,217901671.0,sent,7/18/2021 3:15:04,c73cd44a-89d5-d8a1-dd3d-d6b2fd2d58f5,182.0,7/18/2021 3:15:04,7/18/2021 3:15:04,2021-07-18 03:15:04,0.0,Duplicate
461772494,text,6161630712459756929,1363774002262386295,"""Delivery ton badh jeh maa nu dudh kat aa reha hove tan maa nu changa paushtik khana davo jis vich hariyan sabzian, phal, dudh, dahi paneer teh je masahri tan ande, meat, machi bhi khao. zyada masale wala ya taliya hoya khana na khao.iodine wala namak khao. Din vich 8-10 glass paani pio, eh maa da dudh vadhan vich madad karda hai.
eh zaruri hai ki tussi bache nu dudh pilaunde raho es naal bache nu dudh chungan vich madad milugi. dhyan rakho ki bache nu maa de dudh to alawa kuch na davo.

delivery ton badh, 6 mahinyian tak tuhanu bache nu uparla kuch vi nai dena chahida, jivein ki pani, shehed, gan ya bari da dudh aadi es nal bache vich ultiyan ate tatiyan lag sakdiyan hun bache nu maa da dudh pilao har 2-3 gante, 20 minute layi, dono chatiyan ton eh bache de vadhan, ate theek rehan layi zaruri hai


ਜੇ ਤੁਸੀਂ ਚੰਗੀ ਖ਼ੁਰਾਕ ਖਾ ਰਹੇ ਹੋ ਜਾਂ ਬੱਚੇ ਨੂੰ ਦੁੱਧ ਚੁੰਘਾਉਣ ਚ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਹੋ ਉਸ ਤੋਂ ਬਾਅਦ ਵੀ ਤੁਹਾਡਾ ਦੁੱਧ ਵਧੀਆ ਮਾਤਰਾ ਵਿੱਚ ਨਹੀਂ ਆ ਰਹੇ ਆ ਰਿਹਾ।ਇਸ ਦੇ ਲਈ ਨਿਸ਼ਚਿਤ ਕਰੋ ਕਿ ਤੁਸੀਂ ਡਾਕਟਰ ਦੀ ਸਲਾਹ ਲੈਣ ਲਈ ਜਾਓ ।ਉਹ ਤੁਹਾਨੂੰ ਕੁਝ ਦਵਾਈਆਂ ਲਿਖ ਕੇ ਦੇਣਗੇ ਜੋ ਤੁਹਾਡੇ ਦੁੱਧ ਦੀ ਮਾਤਰਾ ਨੂੰ ਵਧਾਉਣ ਵਿਚ ਮਦਦ ਕਰੇਗੀ।
ਇਸ ਤੋਂ ਇਲਾਵਾ ਉਹ ਬੱਚੇ ਲਈ ਪਾਊਡਰ ਵਾਲਾ ਦੁੱਧ ਵੀ ਲਿਖ ਸਕਦੇ ਹਨ ਜੋ ਤੁਹਾਡੀ ਛਾਤੀ ਦੇ ਦੁੱਧ ਵਰਗਾ ਹੀ ਹੋਵੇਗਾ।""",OPERATOR,outbound,gBEGkYcnloF3Aglxzgt_23Tht2k,,4454300900215722365,,read,7/25/2023 6:49:43,,CHANNEL_MESSAGE,0f2db4d1-03b6-1fd8-3090-a26219bfce71,2023-07-25 03:33:28,7/25/2023 6:49:43,478475360.0,sent,7/25/2023 3:33:28,0f2db4d1-03b6-1fd8-3090-a26219bfce71,182.0,7/25/2023 3:33:28,7/25/2023 3:33:28,2023-07-25 03:33:28,0.0,Duplicate
587317303,text,1017231804539551402,3933884100513494331,"""Tuhade bache nu hichki es karke ho sakde hai jeh oh dudh pende time hawa andar le janda hai. Tuhanu bache nu dudgh pilaun ton bacdh dakar zarur dawana chahida hai. ate do bari dudh pilaun de vichkar vi dakar dawao. eh bache nu zyada dudh pin vich madad karega ate bacha aaram mehsus karega.
Par jeh hicki theek nai hundi, tan bachian de doctor kol jao sarkari aspatal vich
ਆਪਣੇ ਬੱਚੇ ਨੂੰ ਡਕਾਰ ਦਵਾਉਣਾ :
1. ਬੱਚੇ ਨੂੰ ਆਪਣੇ ਮੋਢੇ 'ਨੂੰ ਲਾਓ I
2. ਧਿਆਨ ਰੱਖੋ ਕਿ ਬੱਚੇ ਦਾ ਸਿਰ ਬਾਹਰ ਵੱਲ ਹੋਵੇ ਅਤੇ ਬੱਚਾ ਸਹੀ ਸਾਹ ਲੈ ਸਕਦਾ ਹੋਵੇ I
3. ਬੱਚੇ ਦੀ ਪਿੱਠ ਉੱਤੇ ਨਰਮੀ ਨਾਲ ਹੱਥ ਫੇਰੋ ਜਾਂ ਪਿੱਠ ਨੂੰ ਉੱਪਰ ਤੋਂ ਹੇਠਾਂ ਵੱਲ ਹੱਥ ਲਾਓ I
4. ਜਦੋਂ ਤਕ ਬੱਚਾ ਡਕਾਰ ਨਹੀਂ ਲੈਂਦਾਂ ਇਸ ਸਥਿਤੀ ਵਿਚ ਰਹੋ!

ਜਣੇਪੇ ਤੋਂ ਬਾਅਦ, 6 ਮਹੀਨਿਆਂ ਲਈ, ਤੁਹਾਨੂੰ ਬੱਚੇ ਨੂੰ ਹੋਰ ਕੁਝ ਨਹੀਂ ਖੁਆਉਣਾ ਚਾਹੀਦਾ ਜਿਵੇਂ ਕਿ. ਪਾਣੀ, ਸ਼ਹਿਦ, ਗ੍ਰੀਪ ਪਾਣੀ, ਗਾਵਾਂ ਦਾ ਦੁੱਧ, ਬੱਕਰੀਆਂ ਦਾ ਦੁੱਧ ਆਦਿ.
ਇਸ ਨਾਲ ਬੱਚਿਆਂ ਵਿੱਚ ਉਲਟੀਆਂ ਅਤੇ ਡਾਇਰੀਆ ਹੋ ਜਾਂਦਾ ਹੈ.
ਆਪਣੇ ਬੱਚੇ ਨੂੰ ਹਰ 2-3 ਘੰਟਿਆਂ ਵਿੱਚ ਛਾਤੀ ਦਾ ਦੁੱਧ ਪਿਲਾਓ ਹਰ ਵਾਰ 20 ਮਿੰਟ ਲਈ, ਦੋਵੇਂ ਛਾਤੀਆਂ.
ਬੱਚੇ ਦੇ ਵਾਧੇ, ਭਾਰ ਵਿੱਚ ਵਾਧੇ, ਕੁੱਲ ਤੰਦਰੁਸਤੀ ਲਈ ਇਹ ਸਭ ਕੁਝ ਚਾਹੀਦਾ ਹੈ""",OPERATOR,outbound,gBEGkXAJeZWZAgmEiOLxnawxTRc,,4454300900215722365,,read,10/10/2023 10:07:26,,CHANNEL_MESSAGE,3070f656-3bea-71b8-92f2-1920eaf9246c,2023-10-10 09:43:29,10/10/2023 10:07:27,624888706.0,read,10/10/2023 10:07:26,3070f656-3bea-71b8-92f2-1920eaf9246c,182.0,10/10/2023 10:07:27,10/10/2023 10:07:27,2023-10-10 09:43:29,0.0,Duplicate
273116617,text,6133441731250734007,5819636326310080019,"""e bacha dudh pilaun ton badh ulti karda hai, eh iss layi ho sakda hai jeh tussi bache nu changi taran dakar nai dawa rahe. par ulti aana usde hor vi karan ho sakde han, jeh bacha lagatar ulti kar reha hai, ate ulti vich resha ja khoon aanda hai tan bache nu osse time aspatal leke jao.
ਆਪਣੇ ਬੱਚੇ ਨੂੰ ਡਕਾਰ ਦਵਾਉਣਾ : 1. ਬੱਚੇ ਨੂੰ ਆਪਣੇ ਮੋਢੇ 'ਨੂੰ ਲਾਓ I 2. ਧਿਆਨ ਰੱਖੋ ਕਿ ਬੱਚੇ ਦਾ ਸਿਰ ਬਾਹਰ ਵੱਲ ਹੋਵੇ ਅਤੇ ਬੱਚਾ ਸਹੀ ਸਾਹ ਲੈ ਸਕਦਾ ਹੋਵੇ I 3. ਬੱਚੇ ਦੀ ਪਿੱਠ ਉੱਤੇ ਨਰਮੀ ਨਾਲ ਹੱਥ ਫੇਰੋ ਜਾਂ ਪਿੱਠ ਨੂੰ ਉੱਪਰ ਤੋਂ ਹੇਠਾਂ ਵੱਲ ਹੱਥ ਲਾਓ I 4. ਜਦੋਂ ਤਕ ਬੱਚਾ ਡਕਾਰ ਨਹੀਂ ਲੈਂਦਾਂ ਇਸ ਸਥਿਤੀ ਵਿਚ ਰਹੋ! delivery ton badh, 6 mahinyian tak tuhanu bache nu uparla kuch vi nai dena chahida, jivein ki pani, shehed, gan ya bari da dudh aadi es nal bache vich ultiyan ate tatiyan lag sakdiyan hun bache nu maa da dudh pilao har 2-3 gante, 20 minute layi, dono chatiyan ton eh bache de vadhan, ate theek rehan layi zaruri hai""",OPERATOR,outbound,gBEGkYJkJCJIAgnz4SFasHC5EZs,,4454300900215722365,,read,3/11/2022 13:39:32,,CHANNEL_MESSAGE,32e21eba-c4f5-527b-03f4-abcba93cf12c,2022-03-11 13:39:15,3/11/2022 13:39:33,257237314.0,delivered,3/11/2022 13:39:16,32e21eba-c4f5-527b-03f4-abcba93cf12c,182.0,3/11/2022 13:39:16,3/11/2022 13:39:16,2022-03-11 13:39:15,0.0,Duplicate
569756178,text,4700046912006534950,1363774002262386295,"""इस दौरान जरूरी है कि वह अपने खान-पान का ध्यान रखें और पौष्टिक और संतुलित आहार लें।
ये कुछ सुझाव हैं, उसे करना चाहिए
- उसके सामान्य आहार से अधिक खाएं
- 3 बड़े भोजन के बजाय, 6 बार-बार भोजन करें, शायद हर 2-3 घंटे में एक बार।
- ऐसा आहार लें जिसमें विभिन्न प्रकार के अनाज, दालें, दूध, दही शामिल हो
- हरी पत्तेदार सब्जियां शामिल करें और फलों को न भूलें।
- अगर आप मांसाहारी हैं तो अंडा, मछली और मांस का सेवन करें।
- खूब पानी पिएं, लेकिन चाय और कॉफी और बेकरी से लाए गए सामान को सीमित करें।
- निर्देशानुसार अपनी खुराक लें।
डॉक्टर लाल रंग की आयरन की गोलियां लिखेंगे।
एक महिला को प्रतिदिन कम से कम 1 लेने की आवश्यकता होती है (अधिक, केवल डॉक्टर द्वारा सलाह दिए जाने पर)।
मां को कैल्शियम सप्लीमेंट भी दिया जाएगा।
इन दवाओं को केवल सलाह के अनुसार ही लेना चाहिए।
यदि डॉक्टर ने कोई अन्य दवा निर्धारित की है, तो कृपया उनका पालन करें / लेना जारी रखें",OPERATOR,outbound,gBEGkYCFU3dnAgnh0hPNUtdhUhc,,4454300900215722365,,read,9/30/2023 14:21:38,,CHANNEL_MESSAGE,6338d3c1-3b27-dc01-b92c-530cdc9b8e05,2023-09-30 08:29:22,9/30/2023 14:21:38,604305799.0,sent,9/30/2023 8:29:22,6338d3c1-3b27-dc01-b92c-530cdc9b8e05,182.0,9/30/2023 8:29:22,9/30/2023 8:29:22,2023-09-30 08:29:22,0.0,Duplicate
795634400,text,2398487800009564931,6326651198683204252,"""इस दौरान जरूरी है कि वह अपने खान-पान का ध्यान रखें और पौष्टिक और संतुलित आहार लें।
ये कुछ सुझाव हैं, उसे करना चाहिए
- उसके सामान्य आहार से अधिक खाएं
- 3 बड़े भोजन के बजाय, 6 बार-बार भोजन करें, शायद हर 2-3 घंटे में एक बार।
- ऐसा आहार लें जिसमें विभिन्न प्रकार के अनाज, दालें, दूध, दही शामिल हो
- हरी पत्तेदार सब्जियां शामिल करें और फलों को न भूलें।
- अगर आप मांसाहारी हैं तो अंडा, मछली और मांस का सेवन करें।
- खूब पानी पिएं, लेकिन चाय और कॉफी और बेकरी से लाए गए सामान को सीमित करें।
- निर्देशानुसार अपनी खुराक लें।
डॉक्टर लाल रंग की आयरन की गोलियां लिखेंगे।
एक महिला को प्रतिदिन कम से कम 1 लेने की आवश्यकता होती है (अधिक, केवल डॉक्टर द्वारा सलाह दिए जाने पर)।
मां को कैल्शियम सप्लीमेंट भी दिया जाएगा।
इन दवाओं को केवल सलाह के अनुसार ही लेना चाहिए।
यदि डॉक्टर ने कोई अन्य दवा निर्धारित की है, तो कृपया उनका पालन करें / लेना जारी रखें          https://youtu.be/QCZWwSOy44o",OPERATOR,outbound,wamid.HBgMOTE3MDIwNTk1MzgwFQIAERgSRjMyMzc2NDdEQzAzNzg5NTU4AA==,,4454300900215722365,,read,3/20/2024 6:18:22,,CHANNEL_MESSAGE,67fdba58-b32a-935e-ca04-18d19db6a1b2,2024-03-20 05:57:51,3/20/2024 6:18:23,883248051.0,sent,3/20/2024 5:57:51,67fdba58-b32a-935e-ca04-18d19db6a1b2,182.0,3/20/2024 5:57:51,3/20/2024 5:57:51,2024-03-20 05:57:51,0.0,Duplicate
